2.76232563186000e+000	8.79859361849996e-001
3.71828970403235e+001	8.04525874076659e-001
5.37333915904486e+001	6.99296516009466e-001
7.86676324054226e+001	6.52562775462807e-001
8.80659908450312e+001	6.14954679678726e-001
1.10856643510441e+002	5.48717512616673e-001
1.39418269470437e+002	4.73428010920277e-001
1.73897488981488e+002	4.04100088851875e-001
2.08112792030896e+002	3.07747121111264e-001
2.27334707653871e+002	2.76071280903885e-001
2.60315468143817e+002	2.53301155074380e-001
2.79449411612911e+002	2.12616966309597e-001
3.08524208470545e+002	1.89876164531387e-001
3.57099499438444e+002	1.63985959644241e-001
3.96071163607679e+002	1.54684370573901e-001
4.48728362515652e+002	1.46781538750268e-001
4.93588296184648e+002	1.40438746455455e-001
5.87287437283185e+002	1.35230794945707e-001
6.79033596565567e+002	1.30037505461605e-001
7.31778767627420e+002	1.31143022195374e-001
8.31380840251366e+002	1.30395258887387e-001
9.19250359952730e+002	1.28234076307046e-001
9.75857508569954e+002	1.24806094710821e-001

3.84145071946560e-001	8.36333672514860e-001
2.34827002759393e+001	8.01625725403719e-001
4.27192779245609e+001	7.71451276622573e-001
6.77121668421222e+001	7.30723101780850e-001
9.07080878665873e+001	6.85505414686071e-001
1.15539694502034e+002	6.28261934155775e-001
1.54012849799277e+002	5.67913036593484e-001
2.11795892873376e+002	4.84896647381216e-001
2.59814026866696e+002	4.01953568297182e-001
2.92545532920646e+002	3.53659788221702e-001
3.21400399393579e+002	3.08398115049983e-001
3.65879120395757e+002	2.63019145673090e-001
3.98595964424061e+002	2.13223974171376e-001
4.37333036182947e+002	1.79900122281294e-001
4.62457883331330e+002	1.52684470275675e-001
4.81885067313360e+002	1.42028110035570e-001
5.05027608594293e+002	1.11824337203131e-001
5.59417858933719e+002	8.13859719603422e-002
5.92501253603193e+002	6.91255861144752e-002
6.37243891067014e+002	5.07716624097919e-002
6.85995126342675e+002	4.28981546374521e-002
7.38608339173707e+002	3.04911485351170e-002
8.12821648187627e+002	2.99339915605380e-002
8.55787248143054e+002	2.96114269963081e-002
9.29971233105681e+002	2.60514871692614e-002
9.98325596671134e+002	2.55383162716228e-002

4.57455200180636e-001	8.43840629646029e-001
5.24108768771058e+001	7.63871009363170e-001
7.75063999741948e+001	7.33652574505083e-001
1.15906245143204e+002	6.65796719811622e-001
1.73806584422477e+002	5.94791462009225e-001
2.22073972851793e+002	5.37372037171167e-001
2.80076946310595e+002	4.76876519352408e-001
3.37977285589868e+002	4.05871261550011e-001
4.15070216440823e+002	3.00187380687766e-001
4.76788547198527e+002	2.20144450276672e-001
5.21413888457174e+002	1.89779395162118e-001
5.69798573091664e+002	1.44371101733931e-001
6.60972913373820e+002	8.06235466267078e-002
7.19298451396851e+002	5.31586401850934e-002
7.77785271701997e+002	4.22090394320518e-002
8.22659867396640e+002	3.73676385634734e-002
8.51954594638977e+002	3.71477081787711e-002
9.04655779623890e+002	3.37490506338394e-002
9.49574361395473e+002	3.34118240439626e-002
9.88663321769882e+002	3.61213663834941e-002

4.53936314025400e+000	8.61828002709542e-001
7.24978520132427e+001	8.20777263303589e-001
1.26448241583264e+002	7.45297155273784e-001
1.74686305961286e+002	6.84874947583258e-001
2.42674118885569e+002	6.46826991029773e-001
2.94774160818962e+002	5.81871285009252e-001
3.58636079726231e+002	5.21331781113552e-001
4.10970714069973e+002	4.80398337912773e-001
4.97901864129941e+002	3.82148104053464e-001
5.61690472908975e+002	3.14101643026594e-001
6.29414369371615e+002	2.49028640800898e-001
6.77945674262573e+002	2.18634261635050e-001
7.20544723576831e+002	1.80776911414973e-001
7.84773193125269e+002	1.57772193175120e-001
8.27489538644701e+002	1.31925974364914e-001
8.56593659553629e+002	1.12187955439172e-001
8.81806478855893e+002	9.39806519909565e-002
9.05051654316354e+002	7.42866191421542e-002
9.24478838298384e+002	6.36302589020489e-002
9.63494488544559e+002	5.88328441104109e-002
9.92759891735603e+002	5.56101308732409e-002
