9.57854406130268e-002	5.50992294115115e-002
6.32183908045977e-001	3.51155882732791e-002
1.09195402298851e+000	2.18390804597701e-002
1.47509578544061e+000	5.15734642042276e-003
2.14559386973180e+000	-1.47660252270868e-002
2.62452107279693e+000	-3.36519006414396e-002
3.19923371647510e+000	-4.23823668690000e-002
3.69731800766284e+000	-4.77764862886909e-002
4.21455938697318e+000	-5.87799733092255e-002
4.69348659003831e+000	-6.41827026561625e-002
5.13409961685824e+000	-6.96026518575918e-002
5.78544061302682e+000	-7.71750828705497e-002
6.37931034482759e+000	-8.02789616427741e-002
7.03065134099617e+000	-8.89749881613500e-002
7.60536398467433e+000	-9.43346678720565e-002
8.23754789272031e+000	-9.62977312841707e-002
8.71647509578544e+000	-9.83296741142537e-002
9.19540229885057e+000	-9.92380214387188e-002
9.63601532567050e+000	-1.01287184123294e-001

5.74712643678161e-002	1.02273020792974e-001
7.27969348659004e-001	6.10013345387232e-002
1.14942528735632e+000	4.43368203538680e-002
1.53256704980843e+000	3.32730638426106e-002
2.06896551724138e+000	7.67144517628826e-003
2.52873563218391e+000	-1.12230401653106e-002
3.12260536398467e+000	-2.55628739937147e-002
3.60153256704981e+000	-3.09656033406518e-002
4.08045977011494e+000	-4.42335012269146e-002
4.65517241379310e+000	-5.52111584657110e-002
5.11494252873563e+000	-6.06224977398941e-002
5.74712643678161e+000	-6.70799431744802e-002
6.37931034482759e+000	-7.46609841146842e-002
6.99233716475096e+000	-8.00034439708985e-002
7.56704980842912e+000	-8.76103146928408e-002
8.23754789272031e+000	-8.84325627448448e-002
8.71647509578544e+000	-8.82173145636919e-002
9.15708812260536e+000	-9.36372637651212e-002
9.67432950191571e+000	-9.78991777519480e-002

5.74712643678161e-002	1.33733694950278e-001
7.27969348659004e-001	8.79676266735546e-002
1.24521072796935e+000	6.57281845968402e-002
1.59003831417625e+000	5.24000172198545e-002
2.10727969348659e+000	2.45425976150502e-002
2.68199233716475e+000	5.69977183692799e-003
3.12260536398467e+000	-8.70894140944509e-003
3.63984674329502e+000	-2.19596194412157e-002
4.15708812260536e+000	-3.29631064617504e-002
4.63601532567050e+000	-4.17366223255414e-002
5.11494252873563e+000	-5.05101381893323e-002
5.70881226053640e+000	-6.14791855008825e-002
6.37931034482759e+000	-6.67958155753584e-002
7.03065134099617e+000	-7.21210555770804e-002
7.56704980842912e+000	-7.97451461535150e-002
8.27586206896552e+000	-8.27973653622627e-002
8.67816091954023e+000	-9.04817254294201e-002
9.15708812260536e+000	-8.80192862370313e-002
9.63601532567050e+000	-9.22984200783503e-002

5.74712643678161e-002	1.55082009557019e-001
7.66283524904214e-001	1.05962374617935e-001
1.24521072796935e+000	8.03349261698739e-002
1.59003831417625e+000	6.70067587928882e-002
2.14559386973180e+000	3.80429635369581e-002
2.64367816091954e+000	1.91656980498515e-002
3.12260536398467e+000	4.77420465797064e-003
3.60153256704981e+000	-8.49369322829222e-003
4.17624521072797e+000	-1.72241594558526e-002
4.55938697318008e+000	-3.05351069783460e-002
5.17241379310345e+000	-4.14955443626501e-002
5.68965517241379e+000	-5.24990313831848e-002
6.37931034482759e+000	-6.11778380472685e-002
7.04980842911877e+000	-7.09888501442163e-002
7.60536398467433e+000	-7.63571397821688e-002
8.19923371647510e+000	-8.17082095656292e-002
8.67816091954023e+000	-8.26165568900943e-002
9.19540229885057e+000	-8.46312798656851e-002
9.67432950191571e+000	-8.44160316845323e-002

9.57854406130268e-002	1.78694735029489e-001
7.66283524904214e-001	1.28434284730294e-001
1.28352490421456e+000	9.94532696198717e-002
1.57088122605364e+000	8.04812949330578e-002
2.16475095785441e+000	5.04111240260020e-002
2.62452107279693e+000	3.37638296956391e-002
3.16091954022989e+000	2.16453570967325e-002
3.60153256704981e+000	6.11304834474150e-003
4.15708812260536e+000	-5.99681432691893e-003
4.65517241379310e+000	-1.70089112746997e-002
5.17241379310345e+000	-3.25067803177063e-002
5.70881226053640e+000	-4.35016574109949e-002
6.36015325670498e+000	-5.44448749408067e-002
6.99233716475096e+000	-6.65202979034827e-002
7.56704980842912e+000	-6.85091910973352e-002
8.23754789272031e+000	-7.60730121830471e-002
8.71647509578544e+000	-7.69813595075122e-002
9.19540229885057e+000	-7.90133023375953e-002
9.61685823754789e+000	-8.10710749494167e-002
