1.14503816793893e-001	1.33358778625954e-001
5.72519083969466e-001	1.33460559796438e-001
9.92366412213740e-001	1.24664970313825e-001
1.64122137404580e+000	1.20364715860899e-001
2.13740458015267e+000	1.09363867684478e-001
2.55725190839695e+000	1.05012722646310e-001
3.05343511450382e+000	9.40118744698897e-002
3.54961832061069e+000	8.74554707379135e-002
4.08396946564886e+000	5.64631043256998e-002
4.54198473282443e+000	-1.67684478371501e-002
5.11450381679389e+000	-3.88634435962680e-002
5.61068702290076e+000	-5.20865139949109e-002
6.03053435114504e+000	-5.86598812553011e-002
6.56488549618321e+000	-6.74300254452926e-002
7.09923664122137e+000	-7.62001696352841e-002
7.67175572519084e+000	-8.27396098388465e-002
8.09160305343512e+000	-8.48685326547922e-002
8.58778625954199e+000	-8.92027141645462e-002
9.12213740458015e+000	-9.13061916878711e-002
9.58015267175572e+000	-9.56488549618321e-002

1.14503816793893e-001	1.55581000848176e-001
6.10687022900763e-001	1.51246819338422e-001
1.06870229007634e+000	1.40237489397795e-001
1.60305343511450e+000	1.35911789652248e-001
2.09923664122137e+000	1.24910941475827e-001
2.59541984732824e+000	1.18354537743851e-001
3.12977099236641e+000	1.07362171331637e-001
3.62595419847328e+000	1.03027989821883e-001
4.12213740458015e+000	7.42493638676845e-002
4.69465648854962e+000	3.26547921967771e-003
5.15267175572519e+000	-2.32994062765055e-002
5.57251908396947e+000	-3.65394402035623e-002
6.10687022900763e+000	-4.53095843935539e-002
6.60305343511450e+000	-5.40882103477523e-002
7.17557251908397e+000	-6.28498727735369e-002
7.67175572519084e+000	-6.94062765055131e-002
8.12977099236641e+000	-7.15267175572519e-002
8.54961832061069e+000	-7.58778625954198e-002
9.08396946564885e+000	-8.02035623409669e-002
9.54198473282443e+000	-8.45462256149279e-002

7.63358778625954e-002	1.75572519083970e-001
5.72519083969466e-001	1.69016115351993e-001
1.10687022900763e+000	1.53579304495335e-001
1.60305343511450e+000	1.47022900763359e-001
2.13740458015267e+000	1.40474978795589e-001
2.67175572519084e+000	1.31704834605598e-001
3.12977099236641e+000	1.20695504664970e-001
3.66412213740458e+000	1.11925360474979e-001
4.12213740458015e+000	8.98049194232401e-002
4.69465648854962e+000	1.65988125530110e-002
5.19083969465649e+000	-7.73536895674300e-003
5.64885496183206e+000	-2.09669211195929e-002
6.14503816793893e+000	-3.19677692960136e-002
6.64122137404580e+000	-4.07463952502120e-002
7.09923664122137e+000	-4.95335029686175e-002
7.59541984732824e+000	-6.05343511450382e-002
8.09160305343512e+000	-6.70907548770144e-002
8.54961832061069e+000	-6.92111959287532e-002
9.08396946564885e+000	-7.79813401187447e-002
9.58015267175572e+000	-7.78710771840543e-002

1.14503816793893e-001	2.02247667514843e-001
5.72519083969466e-001	1.89016115351993e-001
1.18320610687023e+000	1.75818490245971e-001
1.64122137404580e+000	1.69253604749788e-001
2.06106870229008e+000	1.60458015267176e-001
2.55725190839695e+000	1.45012722646310e-001
3.09160305343511e+000	1.36242578456319e-001
3.66412213740458e+000	1.25258693808312e-001
4.12213740458015e+000	9.86938083121289e-002
4.69465648854962e+000	2.77099236641221e-002
5.19083969465649e+000	1.15351993214589e-003
5.61068702290076e+000	-1.20865139949109e-002
6.06870229007634e+000	-2.30958439355386e-002
6.64122137404580e+000	-3.85241730279898e-002
7.17557251908397e+000	-4.50720949957591e-002
7.63358778625954e+000	-5.16369804919423e-002
8.12977099236641e+000	-6.04156064461408e-002
8.66412213740458e+000	-6.25190839694657e-002
9.08396946564885e+000	-7.35368956743003e-002
9.54198473282443e+000	-7.34351145038168e-002

3.81679389312977e-002	2.35564037319763e-001
4.96183206106870e-001	2.13443596268024e-001
1.22137404580153e+000	1.91382527565734e-001
1.64122137404580e+000	1.82586938083121e-001
2.09923664122137e+000	1.76022052586938e-001
2.59541984732824e+000	1.60576759966073e-001
3.05343511450382e+000	1.51789652247668e-001
3.66412213740458e+000	1.40814249363868e-001
4.16030534351145e+000	1.07591178965225e-001
4.77099236641221e+000	3.88379983036472e-002
5.19083969465649e+000	7.82018659881256e-003
5.61068702290076e+000	-9.86429177268872e-003
6.10687022900763e+000	-1.41984732824427e-002
6.60305343511450e+000	-2.74215436810857e-002
7.13740458015267e+000	-3.84139100932994e-002
7.67175572519084e+000	-4.71840542832909e-002
8.09160305343512e+000	-5.37574215436811e-002
8.62595419847328e+000	-5.80831212892282e-002
9.12213740458015e+000	-6.46395250212044e-002
9.58015267175572e+000	-6.89821882951654e-002
